CITY,TEAM,LEAGUE,YEAR,HOME_GMS,HOME_AVG,HOME_PCT,ROAD_GMS,ROAD_AVG,ROAD_PCT,OVR_GMS,OVR_AVG,OVR_PCT
New York,Mets,MLB,2014,80,"26,860",64.3,81,"32,217",73.0,161,"29,555",69.0
Phoenix,Diamondbacks,MLB,2014,81,"25,601",54.0,79,"31,481",71.0,160,"28,504",62.0
Seattle,Mariners,MLB,2014,81,"25,485",53.2,80,"28,158",66.0,161,"26,813",59.0
Oakland,Athletics,MLB,2014,80,"25,045",71.4,81,"28,757",66.0,161,"26,912",68.0
Kansas City,Royals,MLB,2014,81,"24,154",63.7,81,"26,872",63.0,162,"25,513",63.0
Houston,Astros,MLB,2014,81,"21,627",52.8,81,"27,191",63.0,162,"24,409",58.0
Miami,Marlins,MLB,2014,81,"21,386",57.1,81,"28,892",65.0,162,"25,139",62.0
Chicago,White Sox,MLB,2014,79,"20,896",51.5,81,"28,519",67.0,160,"24,755",59.0
Cleveland,Indians,MLB,2014,78,"18,428",42.4,81,"29,107",69.0,159,"23,868",56.0
St. Petersburg,Rays,MLB,2014,81,"17,857",52.4,81,"28,685",66.0,162,"23,271",60.0
Los Angeles,Dodgers,MLB,2015,81,"46,479",83.0,81,"34,525",79.0,162,"40,502",81.0
St. Louis,Cardinals,MLB,2015,81,"43,467",98.8,80,"31,317",73.0,161,"37,430",86.0
San Francisco,Giants,MLB,2015,81,"41,677",99.4,81,"34,121",75.0,162,"37,899",87.0
New York,Yankees,MLB,2015,80,"39,922",80.4,81,"31,322",75.0,161,"35,595",78.0
Anaheim,Angels,MLB,2015,81,"37,194",81.9,81,"28,958",67.0,162,"33,076",74.0
Chicago,Cubs,MLB,2015,81,"36,540",88.8,80,"34,422",80.0,161,"35,488",84.0
Boston,Red Sox,MLB,2015,81,"35,564",94.8,81,"32,263",74.0,162,"33,913",84.0
Detroit,Tigers,MLB,2015,81,"33,654",81.6,79,"29,719",71.0,160,"31,711",77.0
Kansas City,Royals,MLB,2015,81,"33,438",88.2,81,"27,681",65.0,162,"30,560",76.0
Washington,Nationals,MLB,2015,81,"32,343",77.9,80,"30,230",70.0,161,"31,293",74.0
New York,Mets,MLB,2015,81,"31,725",75.9,81,"30,693",70.0,162,"31,209",73.0
Milwaukee,Brewers,MLB,2015,81,"31,389",74.9,81,"31,634",74.0,162,"31,511",74.0
Denver,Rockies,MLB,2015,80,"31,334",62.1,81,"30,962",69.0,161,"31,147",66.0
Pittsburgh,Pirates,MLB,2015,81,"30,846",80.4,81,"33,049",77.0,162,"31,947",78.0
Arlington,Rangers,MLB,2015,81,"30,763",62.6,81,"29,073",68.0,162,"29,918",65.0
San Diego,Padres,MLB,2015,81,"30,367",71.1,81,"31,721",69.0,162,"31,044",70.0
Cincinnati,Reds,MLB,2015,81,"29,870",70.6,80,"32,075",75.0,161,"30,965",73.0
Baltimore,Orioles,MLB,2015,79,"29,374",65.3,81,"28,714",68.0,160,"29,040",67.0
Minneapolis,Twins,MLB,2015,81,"27,408",69.4,80,"29,306",70.0,161,"28,351",70.0
Seattle,Mariners,MLB,2015,81,"27,081",56.6,81,"29,052",68.0,162,"28,066",62.0
Houston,Astros,MLB,2015,81,"26,587",64.9,81,"28,121",65.0,162,"27,354",65.0
Phoenix,Diamondbacks,MLB,2015,81,"25,680",52.8,80,"32,654",72.0,161,"29,146",62.0
Atlanta,Braves,MLB,2015,80,"25,017",50.3,81,"29,699",69.0,161,"27,373",59.0
Philadelphia,Phillies,MLB,2015,78,"23,475",53.8,81,"30,906",70.0,159,"27,260",62.0
Chicago,White Sox,MLB,2015,80,"21,947",54.0,80,"29,030",69.0,160,"25,489",62.0
Oakland,Athletics,MLB,2015,81,"21,829",62.3,81,"29,526",67.0,162,"25,677",65.0
Miami,Marlins,MLB,2015,81,"21,632",57.8,80,"29,215",66.0,161,"25,400",62.0
Cleveland,Indians,MLB,2015,78,"17,806",41.0,81,"29,150",70.0,159,"23,585",56.0
St. Petersburg,Rays,MLB,2015,81,"15,403",45.2,81,"28,189",65.0,162,"21,796",56.0
Los Angeles,Dodgers,MLB,2016,81,"45,719",81.6,81,"32,959",74.0,162,"39,339",79.0
St. Louis,Cardinals,MLB,2016,81,"42,524",96.7,80,"31,092",72.0,161,"36,844",85.0
San Francisco,Giants,MLB,2016,81,"41,546",99.1,81,"32,164",71.0,162,"36,855",85.0
Chicago,Cubs,MLB,2016,81,"39,906",97.0,81,"35,052",82.0,162,"37,479",89.0
New York,Yankees,MLB,2016,81,"37,819",76.2,81,"30,940",73.0,162,"34,380",75.0
Anaheim,Angels,MLB,2016,81,"37,236",82.0,81,"28,676",67.0,162,"32,956",75.0
Boston,Red Sox,MLB,2016,81,"36,486",97.2,81,"32,290",73.0,162,"34,388",84.0
New York,Mets,MLB,2016,80,"34,870",83.4,80,"30,791",70.0,160,"32,830",77.0
Arlington,Rangers,MLB,2016,81,"33,461",68.1,81,"27,560",65.0,162,"30,511",67.0
Denver,Rockies,MLB,2016,81,"32,129",63.6,81,"31,464",70.0,162,"31,796",67.0
Kansas City,Royals,MLB,2016,81,"31,576",83.3,81,"27,979",66.0,162,"29,778",74.0
Detroit,Tigers,MLB,2016,80,"31,173",75.6,81,"28,313",68.0,161,"29,734",72.0
Washington,Nationals,MLB,2016,81,"30,641",73.8,81,"29,664",68.0,162,"30,152",71.0
San Diego,Padres,MLB,2016,81,"29,029",68.0,81,"32,847",72.0,162,"30,938",70.0
Milwaukee,Brewers,MLB,2016,81,"28,575",68.2,81,"30,954",71.0,162,"29,764",70.0
Houston,Astros,MLB,2016,81,"28,476",69.5,81,"28,041",65.0,162,"28,258",67.0
Pittsburgh,Pirates,MLB,2016,80,"28,112",73.3,81,"29,999",69.0,161,"29,061",71.0
Seattle,Mariners,MLB,2016,81,"27,999",58.5,81,"28,309",67.0,162,"28,154",63.0
Baltimore,Orioles,MLB,2016,81,"26,819",59.0,81,"31,796",74.0,162,"29,307",66.0
Phoenix,Diamondbacks,MLB,2016,81,"25,138",51.7,81,"32,701",73.0,162,"28,920",62.0
Atlanta,Braves,MLB,2016,81,"24,949",50.8,80,"28,026",66.0,161,"26,478",58.0
Minneapolis,Twins,MLB,2016,81,"24,245",61.4,81,"27,357",65.0,162,"25,801",63.0
Philadelphia,Phillies,MLB,2016,81,"23,643",54.2,81,"30,783",71.0,162,"27,213",62.0
Cincinnati,Reds,MLB,2016,81,"23,383",55.3,81,"31,895",73.0,162,"27,639",65.0
Chicago,White Sox,MLB,2016,80,"21,828",53.7,81,"28,188",68.0,161,"25,028",61.0
Miami,Marlins,MLB,2016,80,"21,405",57.2,81,"28,510",66.0,161,"24,979",62.0
Cleveland,Indians,MLB,2016,81,"19,650",45.2,79,"26,940",64.0,160,"23,249",54.0
Oakland,Athletics,MLB,2016,81,"18,784",53.6,81,"29,511",67.0,162,"24,147",61.0
St. Petersburg,Rays,MLB,2016,81,"15,878",46.6,81,"30,093",68.0,162,"22,985",59.0
Los Angeles,Dodgers,MLB,2017,81,"46,492",83.0,81,"33,579",77.0,162,"40,035",80.0
St. Louis,Cardinals,MLB,2017,81,"42,567",96.8,81,"31,324",74.0,162,"36,945",86.0
San Francisco,Giants,MLB,2017,81,"40,785",97.3,81,"31,376",70.0,162,"36,081",83.0
New York,Yankees,MLB,2017,79,"39,835",80.2,81,"32,354",77.0,160,"36,048",79.0
Chicago,Cubs,MLB,2017,81,"39,500",96.0,81,"34,460",81.0,162,"36,980",89.0
Anaheim,Angels,MLB,2017,81,"37,278",82.1,81,"27,663",65.0,162,"32,471",74.0
Denver,Rockies,MLB,2017,81,"36,464",72.2,81,"30,575",69.0,162,"33,520",71.0
Boston,Red Sox,MLB,2017,81,"36,020",95.9,81,"31,563",73.0,162,"33,792",84.0
Milwaukee,Brewers,MLB,2017,81,"31,589",75.4,81,"30,530",71.0,162,"31,060",73.0
Washington,Nationals,MLB,2017,81,"31,172",75.1,81,"29,967",70.0,162,"30,570",73.0
Arlington,Rangers,MLB,2017,81,"30,960",63.0,81,"26,699",64.0,162,"28,829",63.0
Atlanta,Braves,MLB,2017,81,"30,929",75.3,79,"29,230",68.0,160,"30,090",72.0
New York,Mets,MLB,2017,80,"30,757",73.6,81,"30,372",70.0,161,"30,563",72.0
Houston,Astros,MLB,2017,81,"29,674",72.9,79,"27,678",64.0,160,"28,689",69.0
Detroit,Tigers,MLB,2017,81,"28,661",69.5,80,"26,725",63.0,161,"27,699",66.0
Kansas City,Royals,MLB,2017,80,"27,754",73.2,80,"28,458",66.0,160,"28,106",70.0
San Diego,Padres,MLB,2017,81,"26,401",61.8,81,"32,161",71.0,162,"29,281",67.0
Seattle,Mariners,MLB,2017,81,"26,363",55.1,80,"26,797",63.0,161,"26,579",59.0
Phoenix,Diamondbacks,MLB,2017,81,"26,350",54.2,81,"31,939",72.0,162,"29,144",63.0
Minneapolis,Twins,MLB,2017,80,"25,640",64.9,80,"27,797",66.0,160,"26,719",65.0
Cleveland,Indians,MLB,2017,81,"25,285",58.2,80,"27,729",66.0,161,"26,499",62.0
Baltimore,Orioles,MLB,2017,81,"25,042",55.1,81,"29,457",70.0,162,"27,250",62.0
Philadelphia,Phillies,MLB,2017,79,"24,118",55.3,81,"30,940",72.0,160,"27,571",64.0
Pittsburgh,Pirates,MLB,2017,81,"23,696",62.5,81,"32,633",75.0,162,"28,164",69.0
Cincinnati,Reds,MLB,2017,81,"22,677",53.6,81,"32,094",75.0,162,"27,386",64.0
Chicago,White Sox,MLB,2017,79,"20,626",50.8,81,"28,443",66.0,160,"24,583",59.0
Miami,Marlins,MLB,2017,81,"20,395",54.2,80,"29,160",67.0,161,"24,750",61.0
Oakland,Athletics,MLB,2017,80,"18,446",52.6,80,"29,466",67.0,160,"23,956",61.0
St. Petersburg,Rays,MLB,2017,80,"15,670",45.6,81,"29,898",69.0,161,"22,828",59.0
Los Angeles,Dodgers,MLB,2018,82,"47,042",84.0,80,"33,239",77.0,162,"40,226",81.0
New York,Yankees,MLB,2018,81,"42,998",86.6,80,"30,685",74.0,161,"36,880",81.0
St. Louis,Cardinals,MLB,2018,81,"42,019",95.6,81,"29,274",69.0,162,"35,646",83.0
San Francisco,Giants,MLB,2018,81,"38,965",93.0,81,"33,915",75.0,162,"36,440",84.0
Chicago,Cubs,MLB,2018,82,"38,793",94.3,80,"32,800",77.0,162,"35,834",86.0
Anaheim,Angels,MLB,2018,81,"37,286",82.1,81,"28,034",65.0,162,"32,660",74.0
Denver,Rockies,MLB,2018,81,"37,233",73.7,82,"31,607",71.0,163,"34,402",72.0
Houston,Astros,MLB,2018,81,"36,796",89.8,80,"28,842",65.0,161,"32,844",77.0
Boston,Red Sox,MLB,2018,81,"35,747",95.3,81,"29,992",70.0,162,"32,870",82.0
Milwaukee,Brewers,MLB,2018,81,"35,195",84.0,81,"29,000",68.0,162,"32,098",76.0
Washington,Nationals,MLB,2018,80,"31,620",76.2,80,"28,102",65.0,160,"29,861",71.0
Atlanta,Braves,MLB,2018,81,"31,552",76.8,81,"27,826",65.0,162,"29,689",71.0
Seattle,Mariners,MLB,2018,81,"28,388",59.3,80,"27,174",64.0,161,"27,785",61.0
New York,Mets,MLB,2018,79,"28,164",67.4,80,"29,795",70.0,159,"28,985",69.0
Phoenix,Diamondbacks,MLB,2018,81,"27,687",56.9,81,"31,832",72.0,162,"29,760",64.0
Philadelphia,Phillies,MLB,2018,79,"27,318",63.4,80,"28,381",67.0,159,"27,853",65.0
San Diego,Padres,MLB,2018,80,"26,837",64.5,81,"30,730",68.0,161,"28,795",66.0
Arlington,Rangers,MLB,2018,81,"26,013",52.9,81,"26,470",62.0,162,"26,241",57.0
Minneapolis,Twins,MLB,2018,80,"24,489",63.6,81,"27,017",64.0,161,"25,761",64.0
Cleveland,Indians,MLB,2018,80,"24,083",55.4,81,"26,088",64.0,161,"25,092",60.0
Detroit,Tigers,MLB,2018,80,"23,212",56.3,80,"26,157",62.0,160,"24,685",59.0
Kansas City,Royals,MLB,2018,81,"20,556",54.2,80,"24,262",58.0,161,"22,398",56.0
Cincinnati,Reds,MLB,2018,81,"20,115",47.5,81,"29,918",70.0,162,"25,017",59.0
Chicago,White Sox,MLB,2018,80,"20,110",50.1,80,"26,240",63.0,160,"23,175",57.0
Baltimore,Orioles,MLB,2018,78,"20,053",44.1,81,"27,204",64.0,159,"23,696",54.0
Oakland,Athletics,MLB,2018,81,"19,427",55.4,80,"28,748",66.0,161,"24,058",61.0
Pittsburgh,Pirates,MLB,2018,78,"18,786",49.0,81,"31,288",73.0,159,"25,155",62.0
St. Petersburg,Rays,MLB,2018,81,"14,258",41.8,80,"26,381",61.0,161,"20,282",52.0
Miami,Marlins,MLB,2018,81,"10,013",26.7,79,"28,917",67.0,160,"19,347",48.0
Detroit,Pistons,NBA,2008,41,"22,076",100,41,"17,714",112.0,82,"19,895",105.0
Chicago,Bulls,NBA,2008,41,"21,987",101.3,41,"17,353",106.0,82,"19,670",103.0
Cleveland,Cavaliers,NBA,2008,41,"20,465",99.5,41,"17,992",113.0,82,"19,228",105.0
Dallas,Mavericks,NBA,2008,41,"20,286",--,41,"17,716",106.0,82,"19,001",227.0
Salt Lake City,Jazz,NBA,2008,41,"19,907",100,41,"17,215",113.0,82,"18,561",106.0
Oakland,Warriors,NBA,2008,41,"19,630",100.2,41,"17,255",113.0,82,"18,443",106.0
Portland,Trail Blazers,NBA,2008,41,"19,550",97.8,41,"16,700",109.0,82,"18,125",103.0
Miami,Heat,NBA,2008,41,"19,463",99.3,41,"17,503",110.0,82,"18,483",104.0
New York,NY Knicks,NBA,2008,41,"19,115",99.1,41,"17,429",109.0,82,"18,272",104.0
Los Angeles,Lakers,NBA,2008,41,"18,997",98.5,41,"18,671",119.0,82,"18,834",108.0
Boston,Celtics,NBA,2008,41,"18,624",100,41,"19,042",116.0,82,"18,833",107.0
San Antonio,Spurs,NBA,2008,41,"18,564",100.3,41,"17,954",114.0,82,"18,259",107.0
Phoenix,Suns,NBA,2008,41,"18,422",96.8,41,"18,046",115.0,82,"18,234",105.0
Washington,Wizards,NBA,2008,41,"17,962",--,41,"16,774",99.0,82,"17,368",205.0
Houston,Rockets,NBA,2008,41,"17,524",94.7,41,"17,527",115.0,82,"17,526",104.0
Denver,Nuggets,NBA,2008,41,"17,364",--,41,"18,115",111.0,82,"17,740",218.0
Orlando,Magic,NBA,2008,41,"17,301",100.3,41,"17,540",108.0,82,"17,420",104.0
Los Angeles,Clippers,NBA,2008,41,"16,888",--,41,"16,628",103.0,82,"16,758",207.0
Atlanta,Hawks,NBA,2008,41,"16,280",--,41,"16,853",100.0,82,"16,567",196.0
Brooklyn,Nets,NBA,2008,41,"15,656",78.3,41,"17,610",107.0,82,"16,633",91.0
Milwaukee,Bucks,NBA,2008,41,"15,595",83.3,41,"16,738",104.0,82,"16,167",93.0
Philadelphia,76ers,NBA,2008,41,"14,870",72.7,41,"17,231",108.0,82,"16,050",88.0
Charlotte,Hornets,NBA,2008,41,"14,717",77.4,41,"17,294",108.0,82,"16,005",91.0
Minneapolis,Timberwolves,NBA,2008,41,"14,476",76.2,41,"16,801",107.0,82,"15,639",90.0
New Orleans,Pelicans,NBA,2008,41,"14,181",82.4,41,"16,905",110.0,82,"15,543",95.0
Sacramento,Kings,NBA,2008,41,"14,150",81.7,41,"17,209",112.0,82,"15,680",96.0
Oklahoma City,Thunder,NBA,2008,41,"13,355",78.2,41,"17,158",108.0,82,"15,257",93.0
Memphis,Grizzlies,NBA,2008,41,"12,770",69.4,41,"16,985",111.0,82,"14,877",88.0
Indianapolis,Pacers,NBA,2008,41,"12,221",66.6,41,"17,217",104.0,82,"14,719",84.0
Detroit,Pistons,NBA,2009,41,"21,877",99.1,41,"18,024",94.0,82,"19,950",97.0
Chicago,Bulls,NBA,2009,40,"21,197",97.6,41,"17,558",94.0,81,"19,355",96.0
Portland,Trail Blazers,NBA,2009,41,"20,524",102.7,40,"17,167",90.0,81,"18,866",97.0
Dallas,Mavericks,NBA,2009,41,"20,042",104.4,41,"17,102",90.0,82,"18,572",97.0
Cleveland,Cavaliers,NBA,2009,41,"20,010",97.3,41,"18,899",98.0,82,"19,455",98.0
Salt Lake City,Jazz,NBA,2009,41,"19,903",100,41,"17,038",89.0,82,"18,470",95.0
New York,NY Knicks,NBA,2009,41,"19,287",97.6,40,"17,729",92.0,81,"18,518",95.0
Los Angeles,Lakers,NBA,2009,41,"18,997",99.7,40,"19,268",101.0,81,"19,130",100.0
Oakland,Warriors,NBA,2009,41,"18,942",96.7,41,"16,942",89.0,82,"17,942",93.0
Oklahoma City,Thunder,NBA,2009,40,"18,693",97.7,41,"16,679",87.0,81,"17,674",92.0
Boston,Celtics,NBA,2009,41,"18,624",100,41,"18,975",98.0,82,"18,799",99.0
Phoenix,Suns,NBA,2009,41,"18,422",100,41,"18,122",95.0,82,"18,272",97.0
San Antonio,Spurs,NBA,2009,41,"18,269",97.2,40,"17,626",92.0,81,"17,951",95.0
Miami,Heat,NBA,2009,40,"18,229",93,41,"18,150",94.0,81,"18,189",93.0
Houston,Rockets,NBA,2009,40,"17,482",96.9,41,"17,589",92.0,81,"17,536",94.0
Denver,Nuggets,NBA,2009,41,"17,223",89.9,41,"17,227",90.0,82,"17,225",90.0
Orlando,Magic,NBA,2009,41,"17,043",97.6,40,"17,900",92.0,81,"17,466",95.0
New Orleans,Pelicans,NBA,2009,41,"16,968",98.7,40,"17,702",92.0,81,"17,331",95.0
Atlanta,Hawks,NBA,2009,41,"16,748",89.4,41,"17,303",90.0,82,"17,025",90.0
Washington,Wizards,NBA,2009,41,"16,612",82.4,41,"17,157",89.0,82,"16,884",85.0
Los Angeles,Clippers,NBA,2009,40,"16,170",84.8,41,"17,202",90.0,81,"16,692",87.0
Philadelphia,76ers,NBA,2009,41,"15,802",79.7,40,"17,358",90.0,81,"16,570",85.0
Milwaukee,Bucks,NBA,2009,41,"15,389",82.2,41,"16,947",87.0,82,"16,168",85.0
Brooklyn,Nets,NBA,2009,41,"15,147",75.8,41,"17,586",91.0,82,"16,367",83.0
Charlotte,Hornets,NBA,2009,40,"14,526",76.3,41,"17,310",90.0,81,"15,935",83.0
Minneapolis,Timberwolves,NBA,2009,41,"14,505",74.9,40,"16,845",88.0,81,"15,661",81.0
Indianapolis,Pacers,NBA,2009,41,"14,182",78.1,41,"16,628",86.0,82,"15,405",82.0
Memphis,Grizzlies,NBA,2009,40,"12,745",70.3,41,"17,101",89.0,81,"14,949",80.0
Sacramento,Kings,NBA,2009,40,"12,571",72.6,41,"17,227",90.0,81,"14,928",82.0
Chicago,Bulls,NBA,2010,41,"20,725",99.1,41,"17,735",92.0,82,"19,230",96.0
Cleveland,Cavaliers,NBA,2010,41,"20,562",100,41,"19,200",100.0,82,"19,881",100.0
Portland,Trail Blazers,NBA,2010,41,"20,497",102.6,41,"16,546",87.0,82,"18,521",95.0
Dallas,Mavericks,NBA,2010,41,"19,994",104.1,41,"17,129",90.0,82,"18,561",97.0
New York,NY Knicks,NBA,2010,41,"19,501",98.7,41,"17,315",90.0,82,"18,408",94.0
Salt Lake City,Jazz,NBA,2010,41,"19,378",97.3,41,"17,095",90.0,82,"18,237",94.0
Los Angeles,Lakers,NBA,2010,41,"18,997",99.7,41,"19,265",101.0,82,"19,131",100.0
Detroit,Pistons,NBA,2010,41,"18,751",84.9,41,"17,104",89.0,82,"17,928",87.0
Boston,Celtics,NBA,2010,41,"18,169",97.6,41,"18,154",94.0,82,"18,161",96.0
San Antonio,Spurs,NBA,2010,41,"18,089",97.4,41,"17,707",93.0,82,"17,898",95.0
Oakland,Warriors,NBA,2010,41,"18,027",92,41,"16,443",87.0,82,"17,235",89.0
Oklahoma City,Thunder,NBA,2010,41,"18,003",98.9,41,"16,876",88.0,82,"17,440",94.0
Denver,Nuggets,NBA,2010,41,"17,995",93.9,41,"17,446",92.0,82,"17,720",93.0
Miami,Heat,NBA,2010,41,"17,730",90.5,41,"18,040",94.0,82,"17,885",92.0
Phoenix,Suns,NBA,2010,41,"17,648",95.8,41,"17,376",91.0,82,"17,512",94.0
Orlando,Magic,NBA,2010,41,"17,461",100,41,"17,838",92.0,82,"17,649",96.0
Atlanta,Hawks,NBA,2010,41,"16,545",88.3,41,"17,097",89.0,82,"16,821",88.0
Houston,Rockets,NBA,2010,41,"16,528",91.6,41,"16,616",87.0,82,"16,572",89.0
Los Angeles,Clippers,NBA,2010,41,"16,343",85.7,41,"16,225",85.0,82,"16,284",86.0
Washington,Wizards,NBA,2010,41,"16,204",80.3,41,"16,487",86.0,82,"16,346",83.0
Charlotte,Hornets,NBA,2010,41,"15,824",82.9,41,"16,256",85.0,82,"16,040",84.0
New Orleans,Pelicans,NBA,2010,41,"15,130",88.5,41,"17,168",90.0,82,"16,149",89.0
Milwaukee,Bucks,NBA,2010,41,"15,108",80.7,41,"16,823",87.0,82,"15,965",84.0
Minneapolis,Timberwolves,NBA,2010,41,"15,101",78,41,"16,112",85.0,82,"15,607",81.0
Philadelphia,76ers,NBA,2010,41,"14,224",70,41,"16,889",88.0,82,"15,556",79.0
Indianapolis,Pacers,NBA,2010,41,"14,202",78.2,41,"16,955",88.0,82,"15,578",83.0
Memphis,Grizzlies,NBA,2010,41,"13,485",74.4,41,"16,691",88.0,82,"15,088",81.0
Sacramento,Kings,NBA,2010,41,"13,254",76.5,41,"16,973",89.0,82,"15,113",83.0
Brooklyn,Nets,NBA,2010,41,"13,103",69.1,41,"16,446",85.0,82,"14,774",77.0
Chicago,Bulls,NBA,2011,41,"21,791",104.2,41,"18,431",96.0,82,"20,111",100.0
Portland,Trail Blazers,NBA,2011,41,"20,510",102.7,41,"16,333",86.0,82,"18,422",95.0
Cleveland,Cavaliers,NBA,2011,41,"20,112",97.8,41,"16,200",84.0,82,"18,156",91.0
Dallas,Mavericks,NBA,2011,41,"20,101",104.7,41,"16,657",88.0,82,"18,379",96.0
Miami,Heat,NBA,2011,41,"19,778",100.9,41,"19,447",101.0,82,"19,612",101.0
New York,NY Knicks,NBA,2011,41,"19,728",99.8,41,"18,044",94.0,82,"18,886",97.0
Salt Lake City,Jazz,NBA,2011,41,"19,511",98,41,"17,331",91.0,82,"18,421",95.0
Los Angeles,Lakers,NBA,2011,41,"18,997",99.7,41,"19,087",100.0,82,"19,042",100.0
Orlando,Magic,NBA,2011,41,"18,972",102.6,41,"17,428",91.0,82,"18,200",96.0
Oakland,Warriors,NBA,2011,41,"18,692",95.4,41,"17,049",90.0,82,"17,871",93.0
Boston,Celtics,NBA,2011,41,"18,624",100,41,"18,964",98.0,82,"18,794",99.0
San Antonio,Spurs,NBA,2011,41,"18,314",98.6,41,"17,389",91.0,82,"17,851",95.0
Oklahoma City,Thunder,NBA,2011,41,"18,148",99.7,41,"17,774",93.0,82,"17,961",97.0
Los Angeles,Clippers,NBA,2011,41,"17,742",93.1,41,"17,614",93.0,82,"17,678",93.0
Phoenix,Suns,NBA,2011,41,"17,567",95.4,41,"17,462",92.0,82,"17,514",94.0
Denver,Nuggets,NBA,2011,41,"16,901",88.2,41,"17,285",91.0,82,"17,093",90.0
Washington,Wizards,NBA,2011,41,"16,791",83.2,41,"17,192",89.0,82,"16,992",86.0
Detroit,Pistons,NBA,2011,41,"16,660",75.5,41,"16,732",88.0,82,"16,696",81.0
Houston,Rockets,NBA,2011,41,"16,191",89.7,41,"16,943",89.0,82,"16,567",89.0
Charlotte,Hornets,NBA,2011,41,"15,846",83.1,41,"16,473",86.0,82,"16,159",84.0
Atlanta,Hawks,NBA,2011,41,"15,648",83.6,41,"16,957",88.0,82,"16,303",86.0
Milwaukee,Bucks,NBA,2011,41,"15,412",82.3,41,"16,911",87.0,82,"16,162",85.0
Minneapolis,Timberwolves,NBA,2011,41,"15,242",78.8,41,"16,885",89.0,82,"16,064",84.0
Philadelphia,76ers,NBA,2011,41,"14,751",72.6,41,"17,155",90.0,82,"15,953",81.0
New Orleans,Pelicans,NBA,2011,41,"14,709",86.1,41,"17,179",90.0,82,"15,944",88.0
Memphis,Grizzlies,NBA,2011,41,"14,650",80.9,41,"16,441",86.0,82,"15,546",84.0
Brooklyn,Nets,NBA,2011,41,"14,179",80.6,41,"17,098",88.0,82,"15,639",85.0
Sacramento,Kings,NBA,2011,41,"13,890",80.2,41,"17,400",91.0,82,"15,645",86.0
Indianapolis,Pacers,NBA,2011,41,"13,538",74.5,41,"16,844",87.0,82,"15,191",81.0
Chicago,Bulls,NBA,2012,33,"22,161",105.9,33,"17,989",94.0,66,"20,075",100.0
Portland,Trail Blazers,NBA,2012,33,"20,496",102.6,33,"17,164",91.0,66,"18,830",97.0
Dallas,Mavericks,NBA,2012,33,"20,334",105.9,33,"17,712",93.0,66,"19,023",100.0
Miami,Heat,NBA,2012,33,"19,935",101.7,33,"19,399",100.0,66,"19,667",101.0
New York,NY Knicks,NBA,2012,33,"19,763",100,33,"18,407",96.0,66,"19,085",98.0
Salt Lake City,Jazz,NBA,2012,33,"19,306",97,33,"16,929",90.0,66,"18,118",94.0
Los Angeles,Clippers,NBA,2012,33,"19,219",100.8,33,"18,342",97.0,66,"18,781",99.0
Los Angeles,Lakers,NBA,2012,33,"18,997",99.7,33,"19,034",100.0,66,"19,015",100.0
Orlando,Magic,NBA,2012,33,"18,896",102.1,33,"17,161",89.0,66,"18,028",95.0
Oakland,Warriors,NBA,2012,33,"18,857",96.2,33,"16,364",86.0,66,"17,611",91.0
Boston,Celtics,NBA,2012,33,"18,624",100,33,"18,288",94.0,66,"18,456",97.0
San Antonio,Spurs,NBA,2012,33,"18,396",99,33,"16,990",90.0,66,"17,693",94.0
Oklahoma City,Thunder,NBA,2012,33,"18,203",100,33,"18,031",95.0,66,"18,117",98.0
Philadelphia,76ers,NBA,2012,33,"17,502",86.1,33,"16,764",87.0,66,"17,133",87.0
Minneapolis,Timberwolves,NBA,2012,33,"17,490",90.4,33,"16,310",87.0,66,"16,900",89.0
Denver,Nuggets,NBA,2012,33,"17,029",88.9,33,"17,228",91.0,66,"17,128",90.0
Washington,Wizards,NBA,2012,33,"16,728",82.9,33,"16,361",85.0,66,"16,544",84.0
Cleveland,Cavaliers,NBA,2012,33,"15,926",77.5,33,"16,723",87.0,66,"16,324",82.0
Memphis,Grizzlies,NBA,2012,33,"15,704",86.7,33,"17,068",90.0,66,"16,386",88.0
Phoenix,Suns,NBA,2012,33,"15,597",84.7,33,"17,806",95.0,66,"16,702",90.0
Houston,Rockets,NBA,2012,33,"15,363",85.1,33,"17,733",93.0,66,"16,548",89.0
Atlanta,Hawks,NBA,2012,33,"15,199",81.2,33,"16,820",87.0,66,"16,010",84.0
New Orleans,Pelicans,NBA,2012,33,"15,109",88.4,33,"16,717",88.0,66,"15,913",88.0
Charlotte,Hornets,NBA,2012,33,"14,757",77.4,33,"16,534",86.0,66,"15,645",82.0
Milwaukee,Bucks,NBA,2012,33,"14,718",78.6,33,"16,661",85.0,66,"15,689",82.0
Sacramento,Kings,NBA,2012,33,"14,508",83.8,33,"16,905",88.0,66,"15,706",86.0
Detroit,Pistons,NBA,2012,33,"14,413",65.3,33,"16,342",85.0,66,"15,378",75.0
Indianapolis,Pacers,NBA,2012,33,"14,168",78,33,"16,597",86.0,66,"15,382",82.0
Brooklyn,Nets,NBA,2012,33,"13,961",75.5,33,"17,081",88.0,66,"15,521",82.0
Chicago,Bulls,NBA,2013,41,"21,876",104.6,41,"18,144",94.0,82,"20,010",100.0
Dallas,Mavericks,NBA,2013,41,"20,036",104.4,41,"17,613",93.0,82,"18,824",99.0
Miami,Heat,NBA,2013,41,"19,982",102,41,"19,090",99.0,82,"19,536",101.0
Portland,Trail Blazers,NBA,2013,41,"19,829",95.4,41,"16,727",88.0,82,"18,278",92.0
